847,8.66E-05,9.17E-05,9.55E-05,9.91E-05
848,9.74E-05,9.16E-05,9.60E-05,0.00010079
849,9.52E-05,8.33E-05,8.96E-05,9.48E-05
850,9.85E-05,8.81E-05,8.70E-05,9.06E-05
851,9.39E-05,8.94E-05,8.26E-05,8.19E-05
852,9.20E-05,8.71E-05,8.04E-05,8.80E-05
853,7.09E-05,8.28E-05,7.43E-05,7.82E-05
854,9.72E-05,8.72E-05,8.39E-05,7.59E-05
855,9.20E-05,8.66E-05,7.92E-05,9.13E-05
856,8.64E-05,8.00E-05,7.76E-05,8.30E-05
857,8.01E-05,7.64E-05,7.84E-05,7.83E-05
858,7.22E-05,7.29E-05,8.03E-05,8.02E-05
859,8.94E-05,8.02E-05,7.28E-05,7.23E-05
860,9.17E-05,7.36E-05,8.13E-05,6.44E-05
861,6.92E-05,6.45E-05,8.06E-05,7.09E-05
862,6.84E-05,7.62E-05,7.21E-05,7.90E-05
863,7.50E-05,7.85E-05,6.96E-05,7.64E-05
864,6.29E-05,6.61E-05,6.36E-05,7.14E-05
865,6.27E-05,7.26E-05,7.25E-05,6.62E-05
866,6.33E-05,8.14E-05,6.93E-05,5.99E-05
867,7.06E-05,6.71E-05,7.01E-05,5.93E-05
